case_id,scenario,expected_role,trial,parameter_name,parameter_value,parameter_value_float_hex,forward_path_id,probe_index,output_relative_error,jvp_relative_error,vjp_relative_error,maximum_structure_relative_error,curved_vjp_sha256,straight_vjp_sha256,direct_vjp_sha256,vjp_residual_norm,curved_path_id,straight_path_id,direct_path_id,curved_matrix_sha256,straight_matrix_sha256,direct_matrix_sha256,curved_output_0,curved_output_1,curved_output_2,curved_output_3,curved_output_4,curved_output_5,curved_output_6,curved_output_7,straight_output_0,straight_output_1,straight_output_2,straight_output_3,straight_output_4,straight_output_5,straight_output_6,straight_output_7,direct_output_0,direct_output_1,direct_output_2,direct_output_3,direct_output_4,direct_output_5,direct_output_6,direct_output_7,curved_jvp_0,curved_jvp_1,curved_jvp_2,curved_jvp_3,curved_jvp_4,curved_jvp_5,curved_jvp_6,curved_jvp_7,straight_jvp_0,straight_jvp_1,straight_jvp_2,straight_jvp_3,straight_jvp_4,straight_jvp_5,straight_jvp_6,straight_jvp_7,direct_jvp_0,direct_jvp_1,direct_jvp_2,direct_jvp_3,direct_jvp_4,direct_jvp_5,direct_jvp_6,direct_jvp_7
trial-00__three_path_structure_mismatch__relative_fault_magnitude__0x1.19799812dea11p-40,three_path_structure_mismatch,direct_path_is_internally_consistent_but_breaks_curved_minus_straight,0,relative_fault_magnitude,1e-12,0x1.19799812dea11p-40,structure_direct,0,1.2180742727706502e-12,3.9345435515765933e-13,4.810455760396216e-13,1.2180742727706502e-12,53814db769432b4085c4ec5d7edeb786a3065333429f4326af6b4895dd497c27,7143ea0a44084ea833bf144a1750d9b851dad15b60691daee73cc806fc3aa0df,7681bb293206070f3fe1c076a03a1f52d574aede37a68639aed0ddd845f6535e,4.810876918507818e-13,structure_curved,structure_straight,structure_direct,088f8aab78597aabb81d544c2fd96be8b8b3c7d58ffe7ca4c5c10478327b4998,060b8ad4454022debbfef851317dc9c90aa1a6bcc76d0078e9f833d7265d0d13,64bf90860af6a88b6d1cd4437d59b69a9bf6607d6d8fd47ef4c5e922975093fc,-0.02975244757129085,-0.0015112405066507084,-0.012211628891072192,-0.022322010943727006,-0.01585455571201595,-0.0030799372697422212,0.006476798544235023,0.0019729349953392303,-0.01671212841660784,-0.004930128629286404,0.0001551511039139953,-0.02770160493171354,-0.009260329826433584,0.016313899142790748,0.015664886369465964,0.004171845413969203,-0.013040319154693477,0.0034188881226417016,-0.012366779994998665,0.00537959398800118,-0.006594225885599086,-0.019393836412531718,-0.00918808782520963,-0.0021989104186233856,-0.00966403427895499,-0.02564297824139041,0.022593793499257185,0.02740139019215443,0.01631210296039081,-0.0022062237790360303,0.025381814090119477,0.008751702773782689,-0.005463498157337606,0.009847050079807369,0.026358103816495372,0.019344056129917776,-0.00011564076933052992,-0.017948443554721676,0.006322322395399133,0.011565927542221426,-0.00420053612161199,-0.035490028321200885,-0.0037643103172317308,0.008057334062229055,0.016427743729730018,0.01574221977568505,0.019059491694709284,-0.0028142247684421217
trial-00__three_path_structure_mismatch__relative_fault_magnitude__0x1.19799812dea11p-40,three_path_structure_mismatch,direct_path_is_internally_consistent_but_breaks_curved_minus_straight,0,relative_fault_magnitude,1e-12,0x1.19799812dea11p-40,structure_direct,1,1.2180742727706502e-12,1.1793552759256612e-12,4.810455760396216e-13,1.2180742727706502e-12,53814db769432b4085c4ec5d7edeb786a3065333429f4326af6b4895dd497c27,7143ea0a44084ea833bf144a1750d9b851dad15b60691daee73cc806fc3aa0df,7681bb293206070f3fe1c076a03a1f52d574aede37a68639aed0ddd845f6535e,4.810876918507818e-13,structure_curved,structure_straight,structure_direct,088f8aab78597aabb81d544c2fd96be8b8b3c7d58ffe7ca4c5c10478327b4998,060b8ad4454022debbfef851317dc9c90aa1a6bcc76d0078e9f833d7265d0d13,64bf90860af6a88b6d1cd4437d59b69a9bf6607d6d8fd47ef4c5e922975093fc,-0.02975244757129085,-0.0015112405066507084,-0.012211628891072192,-0.022322010943727006,-0.01585455571201595,-0.0030799372697422212,0.006476798544235023,0.0019729349953392303,-0.01671212841660784,-0.004930128629286404,0.0001551511039139953,-0.02770160493171354,-0.009260329826433584,0.016313899142790748,0.015664886369465964,0.004171845413969203,-0.013040319154693477,0.0034188881226417016,-0.012366779994998665,0.00537959398800118,-0.006594225885599086,-0.019393836412531718,-0.00918808782520963,-0.0021989104186233856,0.013686734016234773,0.020840430173568916,0.023326078705337126,-0.0032789594580492237,-0.0005344477053749229,-0.003652327862254417,-0.016315588181369255,-0.025354689007098377,0.028757237968597013,0.0006062461460779401,0.010644992066410943,0.002372078893900503,0.005141765990252436,0.015762993593938422,-0.00022331165933192238,-0.020817798032155093,-0.015070503952375646,0.020234184027498707,0.012681086638910214,-0.0056510383519310725,-0.005676213695648728,-0.019415321456191324,-0.016092276522010146,-0.0045368909749348655
trial-00__three_path_structure_mismatch__relative_fault_magnitude__0x1.19799812dea11p-40,three_path_structure_mismatch,direct_path_is_internally_consistent_but_breaks_curved_minus_straight,0,relative_fault_magnitude,1e-12,0x1.19799812dea11p-40,structure_direct,2,1.2180742727706502e-12,6.692214894498712e-13,4.810455760396216e-13,1.2180742727706502e-12,53814db769432b4085c4ec5d7edeb786a3065333429f4326af6b4895dd497c27,7143ea0a44084ea833bf144a1750d9b851dad15b60691daee73cc806fc3aa0df,7681bb293206070f3fe1c076a03a1f52d574aede37a68639aed0ddd845f6535e,4.810876918507818e-13,structure_curved,structure_straight,structure_direct,088f8aab78597aabb81d544c2fd96be8b8b3c7d58ffe7ca4c5c10478327b4998,060b8ad4454022debbfef851317dc9c90aa1a6bcc76d0078e9f833d7265d0d13,64bf90860af6a88b6d1cd4437d59b69a9bf6607d6d8fd47ef4c5e922975093fc,-0.02975244757129085,-0.0015112405066507084,-0.012211628891072192,-0.022322010943727006,-0.01585455571201595,-0.0030799372697422212,0.006476798544235023,0.0019729349953392303,-0.01671212841660784,-0.004930128629286404,0.0001551511039139953,-0.02770160493171354,-0.009260329826433584,0.016313899142790748,0.015664886369465964,0.004171845413969203,-0.013040319154693477,0.0034188881226417016,-0.012366779994998665,0.00537959398800118,-0.006594225885599086,-0.019393836412531718,-0.00918808782520963,-0.0021989104186233856,0.005403419523936668,-0.00930403541850585,0.007030920573575225,-0.00902950760598325,-0.018386995978136898,-0.0029797111351985276,-0.001007414544682322,0.009643691840451513,-0.014523752492241216,-0.01823458999372487,-0.009733222414476831,0.0033796549477929133,0.0006647673648163178,-0.008328692683785636,-0.005769526915788117,0.017842485918510894,0.019927172016170613,0.008930554575223196,0.01676414298804343,-0.012409162553766031,-0.01905176334296485,0.005348981548587918,0.004762112371120626,-0.008198794078054841
trial-00__three_path_structure_mismatch__relative_fault_magnitude__0x1.19799812dea11p-40,three_path_structure_mismatch,direct_path_is_internally_consistent_but_breaks_curved_minus_straight,0,relative_fault_magnitude,1e-12,0x1.19799812dea11p-40,structure_direct,3,1.2180742727706502e-12,4.392595433800434e-13,4.810455760396216e-13,1.2180742727706502e-12,53814db769432b4085c4ec5d7edeb786a3065333429f4326af6b4895dd497c27,7143ea0a44084ea833bf144a1750d9b851dad15b60691daee73cc806fc3aa0df,7681bb293206070f3fe1c076a03a1f52d574aede37a68639aed0ddd845f6535e,4.810876918507818e-13,structure_curved,structure_straight,structure_direct,088f8aab78597aabb81d544c2fd96be8b8b3c7d58ffe7ca4c5c10478327b4998,060b8ad4454022debbfef851317dc9c90aa1a6bcc76d0078e9f833d7265d0d13,64bf90860af6a88b6d1cd4437d59b69a9bf6607d6d8fd47ef4c5e922975093fc,-0.02975244757129085,-0.0015112405066507084,-0.012211628891072192,-0.022322010943727006,-0.01585455571201595,-0.0030799372697422212,0.006476798544235023,0.0019729349953392303,-0.01671212841660784,-0.004930128629286404,0.0001551511039139953,-0.02770160493171354,-0.009260329826433584,0.016313899142790748,0.015664886369465964,0.004171845413969203,-0.013040319154693477,0.0034188881226417016,-0.012366779994998665,0.00537959398800118,-0.006594225885599086,-0.019393836412531718,-0.00918808782520963,-0.0021989104186233856,0.014081687524582914,0.0024199293130178624,0.01446683837302411,-0.0006349213776864058,0.027342379229901105,0.008566834625829842,-0.0029980007355843315,6.968394983509194e-05,0.021434903165767134,0.011014491248623198,0.02766858077731123,0.016809311480503353,-0.0031771277750395326,0.0059593049286786005,0.017555268936233593,0.008586475610168438,-0.007353215641189993,-0.00859456193560202,-0.013201742404293983,-0.0174442328581817,0.030519507004931404,0.0026075296971519416,-0.02055326967180616,-0.008516791660329742
trial-00__three_path_structure_mismatch__relative_fault_magnitude__0x1.19799812dea11p-40,three_path_structure_mismatch,direct_path_is_internally_consistent_but_breaks_curved_minus_straight,0,relative_fault_magnitude,1e-12,0x1.19799812dea11p-40,structure_direct,4,1.2180742727706502e-12,1.459528319454939e-13,4.810455760396216e-13,1.2180742727706502e-12,53814db769432b4085c4ec5d7edeb786a3065333429f4326af6b4895dd497c27,7143ea0a44084ea833bf144a1750d9b851dad15b60691daee73cc806fc3aa0df,7681bb293206070f3fe1c076a03a1f52d574aede37a68639aed0ddd845f6535e,4.810876918507818e-13,structure_curved,structure_straight,structure_direct,088f8aab78597aabb81d544c2fd96be8b8b3c7d58ffe7ca4c5c10478327b4998,060b8ad4454022debbfef851317dc9c90aa1a6bcc76d0078e9f833d7265d0d13,64bf90860af6a88b6d1cd4437d59b69a9bf6607d6d8fd47ef4c5e922975093fc,-0.02975244757129085,-0.0015112405066507084,-0.012211628891072192,-0.022322010943727006,-0.01585455571201595,-0.0030799372697422212,0.006476798544235023,0.0019729349953392303,-0.01671212841660784,-0.004930128629286404,0.0001551511039139953,-0.02770160493171354,-0.009260329826433584,0.016313899142790748,0.015664886369465964,0.004171845413969203,-0.013040319154693477,0.0034188881226417016,-0.012366779994998665,0.00537959398800118,-0.006594225885599086,-0.019393836412531718,-0.00918808782520963,-0.0021989104186233856,0.028092259871777717,0.03255787263042737,0.011220095487463333,0.0030561740248165378,-0.019849672491849477,0.015374821055149744,0.0027622363742408956,0.002077302736306152,0.020023815411732086,0.01843481399338108,-0.009325749728801016,0.0037769183389291874,-0.01679471574483363,0.02910858953236892,-0.012707505557923254,0.0010448502081434367,0.008068444460044216,0.014123058637047074,0.020545845216262633,-0.000720744314110657,-0.003054956747018153,-0.013733768477219003,0.01546974193216703,0.0010324525281636147
trial-00__three_path_structure_mismatch__relative_fault_magnitude__0x1.19799812dea11p-40,three_path_structure_mismatch,direct_path_is_internally_consistent_but_breaks_curved_minus_straight,0,relative_fault_magnitude,1e-12,0x1.19799812dea11p-40,structure_direct,5,1.2180742727706502e-12,6.967872142625146e-13,4.810455760396216e-13,1.2180742727706502e-12,53814db769432b4085c4ec5d7edeb786a3065333429f4326af6b4895dd497c27,7143ea0a44084ea833bf144a1750d9b851dad15b60691daee73cc806fc3aa0df,7681bb293206070f3fe1c076a03a1f52d574aede37a68639aed0ddd845f6535e,4.810876918507818e-13,structure_curved,structure_straight,structure_direct,088f8aab78597aabb81d544c2fd96be8b8b3c7d58ffe7ca4c5c10478327b4998,060b8ad4454022debbfef851317dc9c90aa1a6bcc76d0078e9f833d7265d0d13,64bf90860af6a88b6d1cd4437d59b69a9bf6607d6d8fd47ef4c5e922975093fc,-0.02975244757129085,-0.0015112405066507084,-0.012211628891072192,-0.022322010943727006,-0.01585455571201595,-0.0030799372697422212,0.006476798544235023,0.0019729349953392303,-0.01671212841660784,-0.004930128629286404,0.0001551511039139953,-0.02770160493171354,-0.009260329826433584,0.016313899142790748,0.015664886369465964,0.004171845413969203,-0.013040319154693477,0.0034188881226417016,-0.012366779994998665,0.00537959398800118,-0.006594225885599086,-0.019393836412531718,-0.00918808782520963,-0.0021989104186233856,0.013699821858272733,-0.011035234324135945,0.002069174432733416,0.007092065858949018,0.006904441733145338,-0.0009944752576278191,-0.009010945560555966,0.01686072091612371,0.01176863749802379,-0.019965565019158665,-0.02479701607899957,-0.006299610084851947,0.012756852422914968,-0.009846269571406791,-0.0012568883718173272,0.014795332784340075,0.0019311843602558688,0.008930330695018751,0.02686619051174128,0.013391675943791351,-0.005852410689758584,0.008851794313778217,-0.007754057188752693,0.0020653881317792893
trial-00__three_path_structure_mismatch__relative_fault_magnitude__0x1.19799812dea11p-40,three_path_structure_mismatch,direct_path_is_internally_consistent_but_breaks_curved_minus_straight,0,relative_fault_magnitude,1e-12,0x1.19799812dea11p-40,structure_direct,6,1.2180742727706502e-12,1.2285747781469398e-12,4.810455760396216e-13,1.2285747781469398e-12,53814db769432b4085c4ec5d7edeb786a3065333429f4326af6b4895dd497c27,7143ea0a44084ea833bf144a1750d9b851dad15b60691daee73cc806fc3aa0df,7681bb293206070f3fe1c076a03a1f52d574aede37a68639aed0ddd845f6535e,4.810876918507818e-13,structure_curved,structure_straight,structure_direct,088f8aab78597aabb81d544c2fd96be8b8b3c7d58ffe7ca4c5c10478327b4998,060b8ad4454022debbfef851317dc9c90aa1a6bcc76d0078e9f833d7265d0d13,64bf90860af6a88b6d1cd4437d59b69a9bf6607d6d8fd47ef4c5e922975093fc,-0.02975244757129085,-0.0015112405066507084,-0.012211628891072192,-0.022322010943727006,-0.01585455571201595,-0.0030799372697422212,0.006476798544235023,0.0019729349953392303,-0.01671212841660784,-0.004930128629286404,0.0001551511039139953,-0.02770160493171354,-0.009260329826433584,0.016313899142790748,0.015664886369465964,0.004171845413969203,-0.013040319154693477,0.0034188881226417016,-0.012366779994998665,0.00537959398800118,-0.006594225885599086,-0.019393836412531718,-0.00918808782520963,-0.0021989104186233856,-0.007226856249910391,0.02209773138840286,0.019742449017000986,0.002983524723148255,0.020876203050361874,0.004852690019762001,0.016637487941163178,-0.0053179304294828185,-0.0008486143111097232,0.019195490305236308,0.009067000672765857,-0.007600147207704719,-0.015359178890069282,0.012075449557604305,0.007937350320030429,-0.017212714698248307,-0.006378241938785202,0.002902241083157659,0.010675448344253482,0.010583671930831456,0.036235381940455766,-0.007222759537844078,0.008700137621101387,0.011894784268755846
trial-00__three_path_structure_mismatch__relative_fault_magnitude__0x1.19799812dea11p-40,three_path_structure_mismatch,direct_path_is_internally_consistent_but_breaks_curved_minus_straight,0,relative_fault_magnitude,1e-12,0x1.19799812dea11p-40,structure_direct,7,1.2180742727706502e-12,1.076125286232569e-12,4.810455760396216e-13,1.2180742727706502e-12,53814db769432b4085c4ec5d7edeb786a3065333429f4326af6b4895dd497c27,7143ea0a44084ea833bf144a1750d9b851dad15b60691daee73cc806fc3aa0df,7681bb293206070f3fe1c076a03a1f52d574aede37a68639aed0ddd845f6535e,4.810876918507818e-13,structure_curved,structure_straight,structure_direct,088f8aab78597aabb81d544c2fd96be8b8b3c7d58ffe7ca4c5c10478327b4998,060b8ad4454022debbfef851317dc9c90aa1a6bcc76d0078e9f833d7265d0d13,64bf90860af6a88b6d1cd4437d59b69a9bf6607d6d8fd47ef4c5e922975093fc,-0.02975244757129085,-0.0015112405066507084,-0.012211628891072192,-0.022322010943727006,-0.01585455571201595,-0.0030799372697422212,0.006476798544235023,0.0019729349953392303,-0.01671212841660784,-0.004930128629286404,0.0001551511039139953,-0.02770160493171354,-0.009260329826433584,0.016313899142790748,0.015664886369465964,0.004171845413969203,-0.013040319154693477,0.0034188881226417016,-0.012366779994998665,0.00537959398800118,-0.006594225885599086,-0.019393836412531718,-0.00918808782520963,-0.0021989104186233856,0.019982583390170422,-0.023124281706758752,0.017143499249613742,0.01904770821631543,0.006783659800168209,-1.5101586710290221e-05,-0.018970607064315834,0.0059919420207094785,0.021906515112244083,-0.0014421127309064553,-0.008059718404422569,0.021220885148467927,0.0069363421468632445,-0.01089009039911316,-0.01793163384280449,-0.0095839195683423,-0.001923931722085732,-0.02168216897584536,0.02520321765402199,-0.002173176932135699,-0.00015268234671426481,0.010874988812404235,-0.0010389732214868648,0.015575861589059325
trial-00__three_path_structure_mismatch__relative_fault_magnitude__0x1.19799812dea11p-40,three_path_structure_mismatch,direct_path_is_internally_consistent_but_breaks_curved_minus_straight,0,relative_fault_magnitude,1e-12,0x1.19799812dea11p-40,structure_direct,8,1.2180742727706502e-12,1.1381640560425008e-12,4.810455760396216e-13,1.2180742727706502e-12,53814db769432b4085c4ec5d7edeb786a3065333429f4326af6b4895dd497c27,7143ea0a44084ea833bf144a1750d9b851dad15b60691daee73cc806fc3aa0df,7681bb293206070f3fe1c076a03a1f52d574aede37a68639aed0ddd845f6535e,4.810876918507818e-13,structure_curved,structure_straight,structure_direct,088f8aab78597aabb81d544c2fd96be8b8b3c7d58ffe7ca4c5c10478327b4998,060b8ad4454022debbfef851317dc9c90aa1a6bcc76d0078e9f833d7265d0d13,64bf90860af6a88b6d1cd4437d59b69a9bf6607d6d8fd47ef4c5e922975093fc,-0.02975244757129085,-0.0015112405066507084,-0.012211628891072192,-0.022322010943727006,-0.01585455571201595,-0.0030799372697422212,0.006476798544235023,0.0019729349953392303,-0.01671212841660784,-0.004930128629286404,0.0001551511039139953,-0.02770160493171354,-0.009260329826433584,0.016313899142790748,0.015664886369465964,0.004171845413969203,-0.013040319154693477,0.0034188881226417016,-0.012366779994998665,0.00537959398800118,-0.006594225885599086,-0.019393836412531718,-0.00918808782520963,-0.0021989104186233856,0.012028546308618314,0.0006493114649303355,0.005147655919719833,0.011598515504214237,-0.010281432769532167,0.003911559732407699,0.00199615256429171,-0.01276001272370821,0.016742898212044485,-0.005323393654489436,-0.016503376147028043,0.005863861304227375,0.004964704704841796,0.005104092504378015,-0.010240207767308697,-0.001933582084811543,-0.004714351903436961,0.005972705119426013,0.021651032066735038,0.005734654200001912,-0.015246137474391208,-0.0011925327719691005,0.012236360331622365,-0.010826430638889894
trial-00__three_path_structure_mismatch__relative_fault_magnitude__0x1.19799812dea11p-40,three_path_structure_mismatch,direct_path_is_internally_consistent_but_breaks_curved_minus_straight,0,relative_fault_magnitude,1e-12,0x1.19799812dea11p-40,structure_direct,9,1.2180742727706502e-12,8.80795867135352e-13,4.810455760396216e-13,1.2180742727706502e-12,53814db769432b4085c4ec5d7edeb786a3065333429f4326af6b4895dd497c27,7143ea0a44084ea833bf144a1750d9b851dad15b60691daee73cc806fc3aa0df,7681bb293206070f3fe1c076a03a1f52d574aede37a68639aed0ddd845f6535e,4.810876918507818e-13,structure_curved,structure_straight,structure_direct,088f8aab78597aabb81d544c2fd96be8b8b3c7d58ffe7ca4c5c10478327b4998,060b8ad4454022debbfef851317dc9c90aa1a6bcc76d0078e9f833d7265d0d13,64bf90860af6a88b6d1cd4437d59b69a9bf6607d6d8fd47ef4c5e922975093fc,-0.02975244757129085,-0.0015112405066507084,-0.012211628891072192,-0.022322010943727006,-0.01585455571201595,-0.0030799372697422212,0.006476798544235023,0.0019729349953392303,-0.01671212841660784,-0.004930128629286404,0.0001551511039139953,-0.02770160493171354,-0.009260329826433584,0.016313899142790748,0.015664886369465964,0.004171845413969203,-0.013040319154693477,0.0034188881226417016,-0.012366779994998665,0.00537959398800118,-0.006594225885599086,-0.019393836412531718,-0.00918808782520963,-0.0021989104186233856,0.002953966832367455,-0.0035409115372809856,-0.005949308854354947,-0.016926225645529935,0.0105528402706259,0.007052948442284216,0.008686482844040968,-0.014463414827142744,-0.018542947565612512,0.0034656845035276503,0.006018595293733779,-0.029050000593932774,0.000968800552682117,0.0025606239512555077,0.018816944700035455,-0.014383902273694881,0.02149691439797181,-0.007006596040803924,-0.011967904148098455,0.012123774948414276,0.009584039717930726,0.0044923244910296395,-0.010130461855977864,-7.951255344272094e-05
